0
佐賀県神埼市の民家に墜落した陸上自衛隊のＡＨ６４Ｄ戦闘ヘリコプターが垂直に落下する様子を、近くにいた車のドライブレコーダーが捉えていたことが６日分かった。\n　現場の南から撮影された映像では、東から西に飛行するヘリが突然、機首を下に向けてきりもみ回転するように落下。ヘリの急降下と同時に、機体の一部とみられる物体が落ちていく様子も映っていた。\n　録画した佐賀城北自動車学校（佐賀市）によると、撮影場所は現場から約１．５キロメートル南の神埼市内の路上。時間調整のため停車していた送迎車のドライブレコーダーに、偶然映り込んでいたという。佐賀城北自動車学校提供。【時事通信映像センター】
nan
nan
東京ディズニーリゾートの元キャストが暴露した秘密5選\n\nかたまりクリエイトさま\n【検証】ディズニーランドでキャストさんをナンパ出来るのか？\n
家に帰ってきたサラリーマンのじゅん（安田顕）は、玄関で血を出して倒れている妻ちえ（榮倉奈々）の姿を目にして驚く。だが、血はケチャップで彼女は死んだふりをしているだけだった。驚く夫を見てほくそ笑むちえ。それを境に彼女は、ワニに食われたり、銃で撃たれたり、頭に矢が突き刺さったりと、さまざまなシチュエーションで死んだふりをするように。あきれるじゅんだったが、理由も言わずに奇怪な行動を続けるちえに対して不安を覚える。やがて、それらが彼女の発する何かのサインではないかと考えるが……。\n作品情報：
Twitter始めました！\n\n登録よろしくお願いします＾＾\n
nan
直撃LIVE グッディ! 2018年2月6日 180206
nan
☆チャンネル登録おねがいします\n
2018年2月5日撮影。屋外放飼場で母親シンシンにじゃれついたり、木に登ったり、活発に動くシャンシャン。くわしくは東京ズーネット記事をご覧ください☞
